transaction_id,event_date,posted_at,user_id,account_id,transaction_type,status,category,merchant,description,original_amount,currency,fx_rate_to_rub,amount_rub,direction,source,import_batch,external_id,related_transaction_id,is_duplicate,needs_review,error_code
TRANSACTION-3016,2026-01-09,2026-01-09T13:29:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,1455,RUB,1,-1455,debit,bank_csv,BATCH-202601-01,BANK-202601-000016,,false,false,
TRANSACTION-3017,2026-01-10,2026-01-10T18:09:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Лента,Продукты и бытовые товары,5350,RUB,1,-5350,debit,bank_csv,BATCH-202601-01,BANK-202601-000017,,false,false,
TRANSACTION-3018,2026-01-11,2026-01-11T20:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,entertainment,Книжный клуб,Встреча и мероприятие,1943,RUB,1,-1943,debit,bank_csv,BATCH-202601-01,BANK-202601-000018,,false,false,
TRANSACTION-3019,2026-01-12,2026-01-12T07:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,subscriptions,Облачное хранилище,Ежемесячная подписка,599,RUB,1,-599,debit,bank_csv,BATCH-202601-01,BANK-202601-000019,,false,false,
TRANSACTION-3020,2026-01-12,2026-01-12T08:20:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,674,RUB,1,-674,debit,bank_csv,BATCH-202601-01,BANK-202601-000020,,false,false,
TRANSACTION-3021,2026-01-13,2026-01-13T18:10:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Рынок,Овощи и фрукты,4408,RUB,1,-4408,debit,bank_csv,BATCH-202601-01,BANK-202601-000021,,false,false,
TRANSACTION-3022,2026-01-14,2026-01-14T13:45:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Бистро,Обед вне дома,1655,RUB,1,-1655,debit,bank_csv,BATCH-202601-01,BANK-202601-000022,,false,false,
TRANSACTION-3023,2026-01-15,2026-01-15T10:37:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,105,RUB,1,-105,debit,bank_csv,BATCH-202601-01,BANK-202601-000023,,false,false,
TRANSACTION-3025,2026-01-16,2026-01-16T13:38:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,679,RUB,1,-679,debit,bank_csv,BATCH-202601-01,BANK-202601-000025,,false,false,
TRANSACTION-3024,2026-01-16,2026-01-16T13:54:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,983,RUB,1,-983,debit,bank_csv,BATCH-202601-01,BANK-202601-000024,,false,false,
TRANSACTION-3026,2026-01-17,2026-01-17T07:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,subscriptions,Онлайн-кинотеатр,Ежемесячная подписка,799,RUB,1,-799,debit,bank_csv,BATCH-202601-01,BANK-202601-000026,,false,false,
TRANSACTION-3027,2026-01-17,2026-01-17T18:55:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Рынок,Овощи и фрукты,2924,RUB,1,-2924,debit,bank_csv,BATCH-202601-01,BANK-202601-000027,,false,false,
TRANSACTION-3028,2026-01-19,2026-01-19T18:39:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,994,RUB,1,-994,debit,bank_csv,BATCH-202601-01,BANK-202601-000028,,false,false,
TRANSACTION-3029,2026-01-20,2026-01-20T10:00:00+03:00,U-1001,ACC-MAIN-RUB,income,posted,salary,Работодатель,"Зарплата, вторая часть",65000,RUB,1,65000,credit,bank_csv,BATCH-202601-01,BANK-202601-000029,,false,false,
TRANSACTION-3030,2026-01-20,2026-01-20T15:30:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,1206,RUB,1,-1206,debit,bank_csv,BATCH-202601-01,BANK-202601-000030,,false,false,
TRANSACTION-3031,2026-01-20,2026-01-20T18:14:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Рынок,Овощи и фрукты,5685,RUB,1,-5685,debit,bank_csv,BATCH-202601-01,BANK-202601-000031,,false,false,
TRANSACTION-3033,2026-01-21,2026-01-21T13:38:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Бистро,Обед вне дома,1715,RUB,1,-1715,debit,bank_csv,BATCH-202601-01,BANK-202601-000033,,false,false,
TRANSACTION-3032,2026-01-21,2026-01-21T18:41:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,82,RUB,1,-82,debit,bank_csv,BATCH-202601-01,BANK-202601-000032,,false,false,
TRANSACTION-3034,2026-01-23,2026-01-23T13:15:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,570,RUB,1,-570,debit,bank_csv,BATCH-202601-01,BANK-202601-000034,,false,false,
TRANSACTION-3035,2026-01-23,2026-01-23T13:31:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,1852,RUB,1,-1852,debit,bank_csv,BATCH-202601-01,BANK-202601-000035,,false,false,
TRANSACTION-3036,2026-01-24,2026-01-24T18:02:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Перекрёсток,Покупка продуктов,5233,RUB,1,-5233,debit,bank_csv,BATCH-202601-01,BANK-202601-000036,,false,false,
TRANSACTION-3037,2026-01-26,2026-01-26T11:46:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Каршеринг,Короткая поездка,465,RUB,1,-465,debit,bank_csv,BATCH-202601-01,BANK-202601-000037,,false,false,
TRANSACTION-3038,2026-01-27,2026-01-27T13:38:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,98,RUB,1,-98,debit,bank_csv,BATCH-202601-01,BANK-202601-000038,,false,false,
TRANSACTION-3039,2026-01-27,2026-01-27T18:52:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Лента,Продукты и бытовые товары,5605,RUB,1,-5605,debit,bank_csv,BATCH-202601-01,BANK-202601-000039,,false,false,
TRANSACTION-3041,2026-01-28,2026-01-28T13:26:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,793,RUB,1,-793,debit,bank_csv,BATCH-202601-01,BANK-202601-000041,,false,false,
TRANSACTION-3040,2026-01-28,2026-01-28T18:23:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,111,RUB,1,-111,debit,bank_csv,BATCH-202601-01,BANK-202601-000040,,false,false,
TRANSACTION-3042,2026-01-29,2026-01-29T10:04:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Каршеринг,Короткая поездка,819,RUB,1,-819,debit,bank_csv,BATCH-202601-01,BANK-202601-000042,,false,false,
TRANSACTION-3043,2026-01-30,2026-01-30T11:14:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Каршеринг,Короткая поездка,664,RUB,1,-664,debit,bank_csv,BATCH-202601-01,BANK-202601-000043,,false,false,
TRANSACTION-3044,2026-01-30,2026-01-30T13:27:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,2049,RUB,1,-2049,debit,bank_csv,BATCH-202601-01,BANK-202601-000044,,false,false,
TRANSACTION-3045,2026-01-31,2026-01-31T18:11:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,ВкусВилл,Покупка продуктов,5079,RUB,1,-5079,debit,bank_csv,BATCH-202601-01,BANK-202601-000045,,false,false,
TRANSACTION-3046,2026-02-01,2026-02-01T09:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,housing,Арендодатель,Ежемесячная аренда,55000,RUB,1,-55000,debit,bank_csv,BATCH-202602-01,BANK-202602-000046,,false,false,
TRANSACTION-3047,2026-02-01,2026-02-01T20:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,entertainment,Концертная площадка,Билет на мероприятие,1303,RUB,1,-1303,debit,bank_csv,BATCH-202602-01,BANK-202602-000047,,false,false,
TRANSACTION-3048,2026-02-02,2026-02-02T11:10:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,105,RUB,1,-105,debit,bank_csv,BATCH-202602-01,BANK-202602-000048,,false,false,
TRANSACTION-3049,2026-02-03,2026-02-03T07:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,subscriptions,Музыка,Ежемесячная подписка,399,RUB,1,-399,debit,bank_csv,BATCH-202602-01,BANK-202602-000049,,false,false,
TRANSACTION-3050,2026-02-03,2026-02-03T18:30:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Рынок,Овощи и фрукты,2599,RUB,1,-2599,debit,bank_csv,BATCH-202602-01,BANK-202602-000050,,false,false,
TRANSACTION-3051,2026-02-04,2026-02-04T11:54:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,105,RUB,1,-105,debit,bank_csv,BATCH-202602-01,BANK-202602-000051,,false,false,
TRANSACTION-3052,2026-02-04,2026-02-04T13:54:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,1453,RUB,1,-1453,debit,bank_csv,BATCH-202602-01,BANK-202602-000052,,false,false,
TRANSACTION-3053,2026-02-05,2026-02-05T10:00:00+03:00,U-1001,ACC-MAIN-RUB,income,posted,salary,Работодатель,"Зарплата, первая часть",95000,RUB,1,95000,credit,bank_csv,BATCH-202602-01,BANK-202602-000053,,false,false,
TRANSACTION-3054,2026-02-06,2026-02-06T10:30:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,553,RUB,1,-553,debit,bank_csv,BATCH-202602-01,BANK-202602-000054,,false,false,
TRANSACTION-3055,2026-02-06,2026-02-06T13:28:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Кофейня,Кофе и перекус,1786,RUB,1,-1786,debit,bank_csv,BATCH-202602-01,BANK-202602-000055,,false,false,
TRANSACTION-3056,2026-02-07,2026-02-07T18:57:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Лента,Продукты и бытовые товары,5849,RUB,1,-5849,debit,bank_csv,BATCH-202602-01,BANK-202602-000056,,false,false,
TRANSACTION-3057,2026-02-08,2026-02-08T08:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,utilities,Коммунальные услуги,"Квартплата, вода и электричество",4540,RUB,1,-4540,debit,bank_csv,BATCH-202602-01,BANK-202602-000057,,false,false,
TRANSACTION-3058,2026-02-10,2026-02-10T18:54:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Лента,Продукты и бытовые товары,2843,RUB,1,-2843,debit,bank_csv,BATCH-202602-01,BANK-202602-000058,,false,false,
TRANSACTION-3059,2026-02-11,2026-02-11T09:45:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,104,RUB,1,-104,debit,bank_csv,BATCH-202602-01,BANK-202602-000059,,false,false,
TRANSACTION-3060,2026-02-11,2026-02-11T13:36:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Кофейня,Кофе и перекус,1737,RUB,1,-1737,debit,bank_csv,BATCH-202602-01,BANK-202602-000060,,false,false,
TRANSACTION-3061,2026-02-12,2026-02-12T07:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,subscriptions,Облачное хранилище,Ежемесячная подписка,599,RUB,1,-599,debit,bank_csv,BATCH-202602-01,BANK-202602-000061,,false,false,
TRANSACTION-3062,2026-02-12,2026-02-12T17:31:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,1002,RUB,1,-1002,debit,bank_csv,BATCH-202602-01,BANK-202602-000062,,false,false,
TRANSACTION-3063,2026-02-13,2026-02-13T13:44:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Бистро,Обед вне дома,744,RUB,1,-744,debit,bank_csv,BATCH-202602-01,BANK-202602-000063,,false,false,
TRANSACTION-3295,2026-02-14,2026-02-14T16:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,health,Клиника,Плановый приём врача,6200,RUB,1,-6200,debit,bank_csv,BATCH-202602-01,BANK-202602-000295,,false,false,
TRANSACTION-3064,2026-02-14,2026-02-14T18:26:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Рынок,Овощи и фрукты,3182,RUB,1,-3182,debit,bank_csv,BATCH-202602-01,BANK-202602-000064,,false,false,
TRANSACTION-3065,2026-02-17,2026-02-17T07:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,subscriptions,Онлайн-кинотеатр,Ежемесячная подписка,799,RUB,1,-799,debit,bank_csv,BATCH-202602-01,BANK-202602-000065,,false,false,
TRANSACTION-3066,2026-02-17,2026-02-17T15:16:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,1222,RUB,1,-1222,debit,bank_csv,BATCH-202602-01,BANK-202602-000066,,false,false,
TRANSACTION-3067,2026-02-17,2026-02-17T18:05:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,ВкусВилл,Покупка продуктов,2771,RUB,1,-2771,debit,bank_csv,BATCH-202602-01,BANK-202602-000067,,false,false,
TRANSACTION-3069,2026-02-18,2026-02-18T13:29:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Кофейня,Кофе и перекус,2314,RUB,1,-2314,debit,bank_csv,BATCH-202602-01,BANK-202602-000069,,false,false,
TRANSACTION-3068,2026-02-18,2026-02-18T13:44:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,109,RUB,1,-109,debit,bank_csv,BATCH-202602-01,BANK-202602-000068,,false,false,
TRANSACTION-3070,2026-02-19,2026-02-19T15:29:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,125,RUB,1,-125,debit,bank_csv,BATCH-202602-01,BANK-202602-000070,,false,false,
TRANSACTION-3071,2026-02-20,2026-02-20T10:00:00+03:00,U-1001,ACC-MAIN-RUB,income,posted,salary,Работодатель,"Зарплата, вторая часть",65000,RUB,1,65000,credit,bank_csv,BATCH-202602-01,BANK-202602-000071,,false,false,
TRANSACTION-3072,2026-02-20,2026-02-20T12:55:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,143,RUB,1,-143,debit,bank_csv,BATCH-202602-01,BANK-202602-000072,,false,false,
TRANSACTION-3073,2026-02-20,2026-02-20T13:27:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Бистро,Обед вне дома,818,RUB,1,-818,debit,bank_csv,BATCH-202602-01,BANK-202602-000073,,false,false,
TRANSACTION-3074,2026-02-21,2026-02-21T18:57:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Рынок,Овощи и фрукты,3879,RUB,1,-3879,debit,bank_csv,BATCH-202602-01,BANK-202602-000074,,false,false,
TRANSACTION-3075,2026-02-22,2026-02-22T20:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,entertainment,Кинотеатр,Билеты в кино,4099,RUB,1,-4099,debit,bank_csv,BATCH-202602-01,BANK-202602-000075,,false,false,
TRANSACTION-3076,2026-02-23,2026-02-23T12:14:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Каршеринг,Короткая поездка,718,RUB,1,-718,debit,bank_csv,BATCH-202602-01,BANK-202602-000076,,false,false,
TRANSACTION-3077,2026-02-24,2026-02-24T18:10:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Рынок,Овощи и фрукты,3274,RUB,1,-3274,debit,bank_csv,BATCH-202602-01,BANK-202602-000077,,false,false,
TRANSACTION-3078,2026-02-25,2026-02-25T08:27:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,78,RUB,1,-78,debit,bank_csv,BATCH-202602-01,BANK-202602-000078,,false,false,
TRANSACTION-3079,2026-02-25,2026-02-25T13:56:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Бистро,Обед вне дома,732,RUB,1,-732,debit,bank_csv,BATCH-202602-01,BANK-202602-000079,,false,false,
TRANSACTION-3080,2026-02-26,2026-02-26T10:17:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,116,RUB,1,-116,debit,bank_csv,BATCH-202602-01,BANK-202602-000080,,false,false,
TRANSACTION-3081,2026-02-27,2026-02-27T13:35:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,1598,RUB,1,-1598,debit,bank_csv,BATCH-202602-01,BANK-202602-000081,,false,false,
TRANSACTION-3082,2026-02-28,2026-02-28T18:23:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Лента,Продукты и бытовые товары,2949,RUB,1,-2949,debit,bank_csv,BATCH-202602-01,BANK-202602-000082,,false,false,
TRANSACTION-3083,2026-03-01,2026-03-01T09:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,housing,Арендодатель,Ежемесячная аренда,55000,RUB,1,-55000,debit,bank_csv,BATCH-202603-01,BANK-202603-000083,,false,false,
TRANSACTION-3084,2026-03-01,2026-03-01T20:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,entertainment,Кинотеатр,Билеты в кино,2255,RUB,1,-2255,debit,bank_csv,BATCH-202603-01,BANK-202603-000084,,false,false,
TRANSACTION-3085,2026-03-02,2026-03-02T09:34:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,551,RUB,1,-551,debit,bank_csv,BATCH-202603-01,BANK-202603-000085,,false,false,
TRANSACTION-3086,2026-03-03,2026-03-03T07:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,subscriptions,Музыка,Ежемесячная подписка,399,RUB,1,-399,debit,bank_csv,BATCH-202603-01,BANK-202603-000086,,false,false,
TRANSACTION-3087,2026-03-03,2026-03-03T17:42:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Каршеринг,Короткая поездка,346,RUB,1,-346,debit,bank_csv,BATCH-202603-01,BANK-202603-000087,,false,false,
TRANSACTION-3088,2026-03-03,2026-03-03T18:56:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Лента,Продукты и бытовые товары,6027,RUB,1,-6027,debit,bank_csv,BATCH-202603-01,BANK-202603-000088,,false,false,
TRANSACTION-3090,2026-03-04,2026-03-04T13:02:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Бистро,Обед вне дома,1018,RUB,1,-1018,debit,bank_csv,BATCH-202603-01,BANK-202603-000090,,false,false,
TRANSACTION-3089,2026-03-04,2026-03-04T17:03:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,633,RUB,1,-633,debit,bank_csv,BATCH-202603-01,BANK-202603-000089,,false,false,
TRANSACTION-3091,2026-03-05,2026-03-05T10:00:00+03:00,U-1001,ACC-MAIN-RUB,income,posted,salary,Работодатель,"Зарплата, первая часть",95000,RUB,1,95000,credit,bank_csv,BATCH-202603-01,BANK-202603-000091,,false,false,
TRANSACTION-3092,2026-03-06,2026-03-06T13:37:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,653,RUB,1,-653,debit,bank_csv,BATCH-202603-01,BANK-202603-000092,,false,false,
TRANSACTION-3093,2026-03-07,2026-03-07T18:12:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,ВкусВилл,Покупка продуктов,5989,RUB,1,-5989,debit,bank_csv,BATCH-202603-01,BANK-202603-000093,,false,false,
TRANSACTION-3094,2026-03-08,2026-03-08T08:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,utilities,Коммунальные услуги,"Квартплата, вода и электричество",4660,RUB,1,-4660,debit,bank_csv,BATCH-202603-01,BANK-202603-000094,,false,false,
TRANSACTION-3095,2026-03-08,2026-03-08T20:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,entertainment,Концертная площадка,Билет на мероприятие,1911,RUB,1,-1911,debit,bank_csv,BATCH-202603-01,BANK-202603-000095,,false,false,
TRANSACTION-3096,2026-03-09,2026-03-09T08:29:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Каршеринг,Короткая поездка,667,RUB,1,-667,debit,bank_csv,BATCH-202603-01,BANK-202603-000096,,false,false,
TRANSACTION-3296,2026-03-09,2026-03-09T11:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,education,Курс Python,Оплата учебного курса,14900,RUB,1,-14900,debit,bank_csv,BATCH-202603-01,BANK-202603-000296,,false,false,
TRANSACTION-3097,2026-03-10,2026-03-10T18:08:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Лента,Продукты и бытовые товары,3137,RUB,1,-3137,debit,bank_csv,BATCH-202603-01,BANK-202603-000097,,false,false,
TRANSACTION-3099,2026-03-11,2026-03-11T13:49:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Доставка еды,Доставка ужина,2378,RUB,1,-2378,debit,bank_csv,BATCH-202603-01,BANK-202603-000099,,false,false,
TRANSACTION-3098,2026-03-11,2026-03-11T14:17:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Такси,Поездка по городу,666,RUB,1,-666,debit,bank_csv,BATCH-202603-01,BANK-202603-000098,,false,false,
TRANSACTION-3100,2026-03-12,2026-03-12T07:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,subscriptions,Облачное хранилище,Ежемесячная подписка,599,RUB,1,-599,debit,bank_csv,BATCH-202603-01,BANK-202603-000100,,false,false,
TRANSACTION-3102,2026-03-13,2026-03-13T13:31:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,restaurants,Бистро,Обед вне дома,1212,RUB,1,-1212,debit,bank_csv,BATCH-202603-01,BANK-202603-000102,,false,false,
TRANSACTION-3101,2026-03-13,2026-03-13T15:11:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Каршеринг,Короткая поездка,582,RUB,1,-582,debit,bank_csv,BATCH-202603-01,BANK-202603-000101,,false,false,
TRANSACTION-3103,2026-03-14,2026-03-14T18:44:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,Лента,Продукты и бытовые товары,3184,RUB,1,-3184,debit,bank_csv,BATCH-202603-01,BANK-202603-000103,,false,false,
TRANSACTION-3104,2026-03-15,2026-03-15T20:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,entertainment,Концертная площадка,Билет на мероприятие,1711,RUB,1,-1711,debit,bank_csv,BATCH-202603-01,BANK-202603-000104,,false,false,
TRANSACTION-3105,2026-03-16,2026-03-16T10:11:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,transport,Метро,Поездка на общественном транспорте,135,RUB,1,-135,debit,bank_csv,BATCH-202603-01,BANK-202603-000105,,false,false,
TRANSACTION-3106,2026-03-17,2026-03-17T07:00:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,subscriptions,Онлайн-кинотеатр,Ежемесячная подписка,799,RUB,1,-799,debit,bank_csv,BATCH-202603-01,BANK-202603-000106,,false,false,
TRANSACTION-3107,2026-03-17,2026-03-17T18:35:00+03:00,U-1001,ACC-MAIN-RUB,expense,posted,groceries,ВкусВилл,Покупка продуктов,5458,RUB,1,-5458,debit,bank_csv,BATCH-202603-01,BANK-202603-000107,,false,false,
